Product_Id,Product_Name,Category,Sub_Category,Brand,Price,Stock_Quantity
96,Product 96,Home,Decor,Brand 10,281.17,679
97,Product 97,Sports,Equipment,Brand 96,166.64,778
98,Product 98,Sports,Outdoor,Brand 28,368.15,912
99,Product 99,Sports,Outdoor,Brand 71,414.07,748
100,Product 100,Electronics,Accessories,Brand 33,299.81,938
101,Product 101,Home,Furniture,Brand 94,390.06,440
102,Product 102,Beauty,Skincare,Brand 92,52.59,403
103,Product 103,Clothing,Kids,Brand 19,273.03,719
104,Product 104,Home,Decor,Brand 76,405.62,28
105,Product 105,Sports,Outdoor,Brand 47,214.29,466
106,Product 106,Beauty,Haircare,Brand 53,413.62,269
107,Product 107,Home,Decor,Brand 22,314.16,129
108,Product 108,Clothing,Women,Brand 82,153.98,205
109,Product 109,Electronics,Accessories,Brand 56,97.56,123
110,Product 110,Electronics,Accessories,Brand 63,431.14,232
111,Product 111,Home,Kitchen,Brand 51,481.56,945
112,Product 112,Home,Kitchen,Brand 23,249.90,443
113,Product 113,Home,Decor,Brand 55,314.06,260
114,Product 114,Sports,Equipment,Brand 29,460.85,416
115,Product 115,Clothing,Women,Brand 15,214.91,153
116,Product 116,Home,Furniture,Brand 86,389.87,587
117,Product 117,Electronics,Mobiles,Brand 72,338.99,735
118,Product 118,Beauty,Makeup,Brand 39,439.07,908
119,Product 119,Beauty,Skincare,Brand 17,70.92,925
120,Product 120,Sports,Equipment,Brand 42,245.78,824
121,Product 121,Sports,Fitness,Brand 56,44.75,806
122,Product 122,Clothing,Women,Brand 82,39.25,456
123,Product 123,Beauty,Haircare,Brand 32,250.64,559
124,Product 124,Sports,Fitness,Brand 65,346.41,971
125,Product 125,Clothing,Women,Brand 14,439.41,648
126,Product 126,Home,Furniture,Brand 33,363.77,788
127,Product 127,Home,Kitchen,Brand 90,221.94,572
128,Product 128,Clothing,Women,Brand 21,430.27,591
129,Product 129,Beauty,Haircare,Brand 60,491.73,224
130,Product 130,Electronics,Laptops,Brand 50,96.13,190
131,Product 131,Electronics,Mobiles,Brand 46,41.72,522
132,Product 132,Beauty,Haircare,Brand 60,469.00,477
133,Product 133,Sports,Outdoor,Brand 31,251.91,579
134,Product 134,Clothing,Women,Brand 89,198.60,414
135,Product 135,Beauty,Skincare,Brand 5,475.58,619
136,Product 136,Clothing,Women,Brand 76,106.81,483
137,Product 137,Electronics,Mobiles,Brand 40,45.32,265
138,Product 138,Clothing,Men,Brand 11,386.13,130
139,Product 139,Beauty,Makeup,Brand 68,83.71,376
140,Product 140,Beauty,Skincare,Brand 45,424.62,312
141,Product 141,Electronics,Laptops,Brand 5,215.96,449
142,Product 142,Beauty,Skincare,Brand 44,112.39,151
143,Product 143,Home,Decor,Brand 54,153.33,256
144,Product 144,Clothing,Women,Brand 50,471.10,890
145,Product 145,Beauty,Makeup,Brand 74,499.82,356
146,Product 146,Clothing,Men,Brand 49,370.60,797
147,Product 147,Home,Furniture,Brand 81,267.89,725
148,Product 148,Beauty,Haircare,Brand 91,252.37,167
149,Product 149,Home,Decor,Brand 6,176.25,148
150,Product 150,Clothing,Men,Brand 40,246.91,523
151,Product 151,Electronics,Accessories,Brand 78,355.38,544
152,Product 152,Electronics,Mobiles,Brand 81,310.62,464
153,Product 153,Home,Decor,Brand 78,203.21,458
154,Product 154,Beauty,Haircare,Brand 17,87.07,555
155,Product 155,Sports,Outdoor,Brand 72,125.78,76
156,Product 156,Clothing,Men,Brand 52,285.21,584
157,Product 157,Electronics,Accessories,Brand 92,160.47,898
158,Product 158,Clothing,Women,Brand 76,167.38,310
159,Product 159,Home,Furniture,Brand 87,381.30,639
160,Product 160,Home,Furniture,Brand 94,457.75,109
161,Product 161,Home,Kitchen,Brand 87,65.71,468
162,Product 162,Sports,Outdoor,Brand 75,296.70,839
163,Product 163,Home,Kitchen,Brand 72,285.67,555
164,Product 164,Electronics,Mobiles,Brand 98,112.97,180
165,Product 165,Clothing,Women,Brand 96,360.28,340
166,Product 166,Electronics,Accessories,Brand 25,82.00,446
167,Product 167,Home,Decor,Brand 65,364.02,28
168,Product 168,Home,Kitchen,Brand 2,123.42,350
169,Product 169,Beauty,Haircare,Brand 52,370.59,31
170,Product 170,Home,Decor,Brand 22,271.22,939
171,Product 171,Electronics,Laptops,Brand 17,393.01,489
172,Product 172,Home,Decor,Brand 81,491.41,114
173,Product 173,Electronics,Laptops,Brand 76,294.12,828
174,Product 174,Beauty,Skincare,Brand 71,483.87,245
175,Product 175,Home,Decor,Brand 73,354.33,740
176,Product 176,Beauty,Makeup,Brand 88,195.68,230
177,Product 177,Sports,Fitness,Brand 80,6.79,483
178,Product 178,Sports,Equipment,Brand 46,122.55,39
179,Product 179,Home,Kitchen,Brand 28,341.42,330
180,Product 180,Electronics,Laptops,Brand 70,200.72,97
181,Product 181,Clothing,Kids,Brand 54,69.80,54
182,Product 182,Electronics,Accessories,Brand 61,489.86,737
183,Product 183,Sports,Fitness,Brand 67,420.26,284
184,Product 184,Clothing,Men,Brand 85,386.22,210
185,Product 185,Sports,Equipment,Brand 34,495.75,94
186,Product 186,Home,Decor,Brand 51,292.75,550
187,Product 187,Clothing,Men,Brand 79,20.71,308
188,Product 188,Home,Kitchen,Brand 9,129.24,404
189,Product 189,Home,Decor,Brand 33,411.24,434
190,Product 190,Sports,Equipment,Brand 71,233.62,429
191,Product 191,Electronics,Laptops,Brand 53,387.79,288
192,Product 192,Clothing,Kids,Brand 8,203.52,808
193,Product 193,Electronics,Mobiles,Brand 69,149.80,409
194,Product 194,Electronics,Accessories,Brand 50,96.28,445
195,Product 195,Sports,Equipment,Brand 15,70.48,275
196,Product 196,Home,Kitchen,Brand 43,112.89,557
197,Product 197,Sports,Equipment,Brand 35,493.18,335
198,Product 198,Clothing,Women,Brand 93,478.74,717
199,Product 199,Home,Decor,Brand 99,85.03,989
200,Product 200,Sports,Outdoor,Brand 33,114.86,942
201,Product 201,Beauty,Makeup,Brand 87,363.05,939
202,Product 202,Electronics,Mobiles,Brand 11,97.99,987
203,Product 203,Clothing,Kids,Brand 4,22.40,83
204,Product 204,Electronics,Accessories,Brand 30,41.61,429
205,Product 205,Beauty,Makeup,Brand 42,264.58,807
206,Product 206,Clothing,Women,Brand 10,201.66,932
207,Product 207,Beauty,Haircare,Brand 59,274.26,280
208,Product 208,Home,Decor,Brand 55,481.73,695
209,Product 209,Beauty,Haircare,Brand 49,129.99,310
210,Product 210,Beauty,Haircare,Brand 34,61.49,227
211,Product 211,Sports,Outdoor,Brand 4,280.29,468
212,Product 212,Beauty,Haircare,Brand 90,213.95,216
213,Product 213,Home,Decor,Brand 92,162.74,818
214,Product 214,Beauty,Makeup,Brand 22,404.48,486
215,Product 215,Beauty,Skincare,Brand 87,479.29,377
216,Product 216,Home,Kitchen,Brand 51,59.54,747
217,Product 217,Home,Decor,Brand 82,387.38,515
218,Product 218,Electronics,Mobiles,Brand 47,459.34,653
219,Product 219,Clothing,Women,Brand 100,371.84,129
220,Product 220,Home,Decor,Brand 80,5.06,735
221,Product 221,Sports,Equipment,Brand 58,429.12,485
222,Product 222,Clothing,Men,Brand 25,245.21,931
223,Product 223,Clothing,Men,Brand 81,375.72,135
224,Product 224,Electronics,Laptops,Brand 12,153.80,447
225,Product 225,Clothing,Kids,Brand 18,277.76,92
226,Product 226,Home,Kitchen,Brand 55,46.10,305
227,Product 227,Home,Kitchen,Brand 56,307.73,331
228,Product 228,Home,Decor,Brand 73,361.55,678
229,Product 229,Sports,Fitness,Brand 99,267.05,601
230,Product 230,Home,Furniture,Brand 10,319.09,139
231,Product 231,Sports,Fitness,Brand 82,474.37,239
232,Product 232,Clothing,Men,Brand 81,471.07,353
233,Product 233,Home,Decor,Brand 76,278.39,780
234,Product 234,Sports,Equipment,Brand 77,264.10,331
235,Product 235,Beauty,Haircare,Brand 73,169.93,688
236,Product 236,Home,Kitchen,Brand 97,68.50,809
237,Product 237,Electronics,Laptops,Brand 95,242.06,686
238,Product 238,Sports,Fitness,Brand 15,68.56,803
239,Product 239,Clothing,Men,Brand 2,468.36,420
240,Product 240,Clothing,Men,Brand 8,43.47,574
241,Product 241,Clothing,Men,Brand 3,380.80,103
242,Product 242,Electronics,Accessories,Brand 12,416.59,472
243,Product 243,Beauty,Haircare,Brand 47,497.43,49
244,Product 244,Electronics,Mobiles,Brand 97,267.03,789
245,Product 245,Electronics,Mobiles,Brand 78,369.21,324
246,Product 246,Sports,Equipment,Brand 62,42.58,733
247,Product 247,Sports,Outdoor,Brand 54,69.89,679
248,Product 248,Clothing,Women,Brand 42,138.74,845
249,Product 249,Home,Decor,Brand 66,110.92,367
250,Product 250,Clothing,Women,Brand 44,214.99,196
251,Product 251,Home,Decor,Brand 15,391.70,859
252,Product 252,Beauty,Haircare,Brand 89,33.65,880
253,Product 253,Electronics,Accessories,Brand 54,360.45,733
254,Product 254,Sports,Outdoor,Brand 65,336.15,900
255,Product 255,Clothing,Men,Brand 77,344.75,291
256,Product 256,Electronics,Laptops,Brand 83,58.27,955
257,Product 257,Clothing,Women,Brand 37,137.45,758
258,Product 258,Clothing,Men,Brand 35,161.92,709
259,Product 259,Home,Kitchen,Brand 40,67.23,967
260,Product 260,Sports,Equipment,Brand 51,87.36,532
261,Product 261,Clothing,Kids,Brand 96,427.56,937
262,Product 262,Beauty,Haircare,Brand 64,334.33,496
263,Product 263,Sports,Fitness,Brand 31,424.85,325
264,Product 264,Beauty,Skincare,Brand 68,61.67,696
265,Product 265,Sports,Outdoor,Brand 65,203.93,725
266,Product 266,Sports,Fitness,Brand 82,308.17,853
267,Product 267,Beauty,Skincare,Brand 98,271.49,817
268,Product 268,Home,Kitchen,Brand 7,292.66,928
269,Product 269,Sports,Fitness,Brand 91,141.60,536
270,Product 270,Home,Decor,Brand 27,292.89,254
271,Product 271,Electronics,Laptops,Brand 54,142.92,196
272,Product 272,Sports,Fitness,Brand 32,122.16,252
273,Product 273,Clothing,Men,Brand 31,149.47,543
274,Product 274,Home,Kitchen,Brand 5,226.23,298
275,Product 275,Sports,Fitness,Brand 44,330.42,450
276,Product 276,Sports,Fitness,Brand 60,360.19,599
277,Product 277,Clothing,Men,Brand 78,138.64,754
278,Product 278,Home,Decor,Brand 66,6.28,209
279,Product 279,Electronics,Laptops,Brand 17,12.09,55
280,Product 280,Sports,Outdoor,Brand 87,36.85,349
281,Product 281,Home,Kitchen,Brand 70,404.00,861
282,Product 282,Home,Decor,Brand 6,126.40,782
283,Product 283,Electronics,Accessories,Brand 38,285.73,216
284,Product 284,Sports,Fitness,Brand 25,470.61,241
285,Product 285,Beauty,Skincare,Brand 67,450.63,16
286,Product 286,Clothing,Women,Brand 36,456.56,729
287,Product 287,Home,Decor,Brand 1,349.02,636
288,Product 288,Sports,Fitness,Brand 33,11.46,841
289,Product 289,Clothing,Kids,Brand 68,188.96,742
290,Product 290,Clothing,Kids,Brand 87,377.14,111
291,Product 291,Clothing,Women,Brand 85,278.25,704
292,Product 292,Beauty,Makeup,Brand 20,185.14,283
293,Product 293,Home,Furniture,Brand 42,60.27,285
294,Product 294,Home,Kitchen,Brand 48,211.07,594
295,Product 295,Electronics,Laptops,Brand 40,316.47,273
296,Product 296,Sports,Fitness,Brand 21,49.64,982
297,Product 297,Sports,Fitness,Brand 57,385.43,56
298,Product 298,Electronics,Laptops,Brand 4,300.88,201
299,Product 299,Electronics,Laptops,Brand 33,453.35,230
300,Product 300,Electronics,Laptops,Brand 88,401.27,646
301,Product 301,Clothing,Women,Brand 80,128.17,685
302,Product 302,Beauty,Makeup,Brand 20,312.49,585
303,Product 303,Beauty,Skincare,Brand 91,285.24,143
304,Product 304,Beauty,Makeup,Brand 19,388.61,876
305,Product 305,Clothing,Women,Brand 37,110.22,718
306,Product 306,Sports,Outdoor,Brand 74,255.42,938
307,Product 307,Sports,Outdoor,Brand 4,369.86,615
308,Product 308,Electronics,Mobiles,Brand 40,451.45,35
309,Product 309,Clothing,Kids,Brand 76,248.16,646
310,Product 310,Electronics,Laptops,Brand 92,18.52,468
311,Product 311,Beauty,Makeup,Brand 52,38.23,985
312,Product 312,Clothing,Kids,Brand 82,106.91,624
313,Product 313,Beauty,Skincare,Brand 14,180.00,541
314,Product 314,Sports,Equipment,Brand 77,8.90,894
315,Product 315,Beauty,Haircare,Brand 38,398.58,644
316,Product 316,Home,Decor,Brand 88,72.43,288
317,Product 317,Clothing,Kids,Brand 83,468.45,803
318,Product 318,Home,Kitchen,Brand 26,272.56,234
319,Product 319,Clothing,Men,Brand 96,292.81,769
320,Product 320,Electronics,Laptops,Brand 12,226.83,525
321,Product 321,Clothing,Kids,Brand 84,161.18,455
322,Product 322,Electronics,Laptops,Brand 29,445.15,523
323,Product 323,Clothing,Women,Brand 9,266.58,789
324,Product 324,Electronics,Laptops,Brand 71,363.36,189
325,Product 325,Beauty,Makeup,Brand 56,378.04,225
326,Product 326,Clothing,Women,Brand 21,118.88,486
327,Product 327,Sports,Equipment,Brand 28,473.38,886
328,Product 328,Clothing,Women,Brand 75,470.24,833
329,Product 329,Beauty,Skincare,Brand 83,351.04,752
330,Product 330,Beauty,Makeup,Brand 80,348.10,304
331,Product 331,Beauty,Skincare,Brand 69,146.01,500
332,Product 332,Beauty,Skincare,Brand 66,190.27,998
333,Product 333,Electronics,Mobiles,Brand 60,215.64,467
334,Product 334,Sports,Fitness,Brand 11,375.14,74
335,Product 335,Electronics,Mobiles,Brand 100,53.46,983
336,Product 336,Home,Furniture,Brand 64,164.81,74
337,Product 337,Electronics,Laptops,Brand 74,151.79,495
338,Product 338,Home,Decor,Brand 6,361.76,152
339,Product 339,Sports,Equipment,Brand 8,402.07,450
340,Product 340,Beauty,Makeup,Brand 71,483.64,998
341,Product 341,Beauty,Skincare,Brand 33,386.86,546
342,Product 342,Home,Kitchen,Brand 86,74.57,278
343,Product 343,Beauty,Skincare,Brand 36,337.38,411
344,Product 344,Clothing,Men,Brand 80,126.24,992
345,Product 345,Beauty,Skincare,Brand 5,226.10,628
346,Product 346,Electronics,Mobiles,Brand 55,75.57,703
347,Product 347,Beauty,Makeup,Brand 12,464.48,337
348,Product 348,Electronics,Mobiles,Brand 18,451.58,148
349,Product 349,Electronics,Mobiles,Brand 88,411.84,392
350,Product 350,Home,Decor,Brand 18,393.17,367
351,Product 351,Home,Kitchen,Brand 60,225.59,811
352,Product 352,Clothing,Men,Brand 76,116.50,680
353,Product 353,Clothing,Women,Brand 26,396.85,877
354,Product 354,Home,Decor,Brand 10,372.48,624
355,Product 355,Beauty,Makeup,Brand 61,215.67,560
356,Product 356,Home,Decor,Brand 42,461.70,616
357,Product 357,Clothing,Men,Brand 83,424.16,735
358,Product 358,Home,Decor,Brand 33,170.42,42
359,Product 359,Home,Decor,Brand 47,174.62,641
360,Product 360,Home,Kitchen,Brand 88,66.67,604
361,Product 361,Electronics,Mobiles,Brand 13,60.87,598
362,Product 362,Sports,Fitness,Brand 91,320.49,596
363,Product 363,Beauty,Haircare,Brand 16,338.44,63
364,Product 364,Electronics,Accessories,Brand 7,225.15,795
365,Product 365,Sports,Fitness,Brand 48,440.02,985
366,Product 366,Sports,Equipment,Brand 31,429.46,378
367,Product 367,Clothing,Men,Brand 77,216.74,170
368,Product 368,Sports,Fitness,Brand 94,121.10,239
369,Product 369,Sports,Equipment,Brand 45,62.92,345
370,Product 370,Clothing,Kids,Brand 23,211.71,46
371,Product 371,Sports,Equipment,Brand 34,484.50,599
372,Product 372,Home,Kitchen,Brand 8,57.92,863
373,Product 373,Sports,Equipment,Brand 52,185.16,187
374,Product 374,Clothing,Women,Brand 89,346.64,561
375,Product 375,Electronics,Mobiles,Brand 38,357.19,469
376,Product 376,Beauty,Skincare,Brand 5,470.99,814
377,Product 377,Home,Decor,Brand 67,205.57,809
378,Product 378,Clothing,Kids,Brand 85,229.91,774
379,Product 379,Home,Furniture,Brand 96,458.26,739
380,Product 380,Electronics,Accessories,Brand 85,299.92,664
381,Product 381,Home,Kitchen,Brand 58,117.72,723
382,Product 382,Beauty,Skincare,Brand 39,234.78,851
383,Product 383,Electronics,Accessories,Brand 84,469.75,871
384,Product 384,Home,Kitchen,Brand 40,247.14,152
385,Product 385,Clothing,Men,Brand 37,23.47,983
386,Product 386,Sports,Equipment,Brand 59,47.92,426
387,Product 387,Sports,Fitness,Brand 27,384.02,343
388,Product 388,Electronics,Mobiles,Brand 28,466.35,595
389,Product 389,Sports,Equipment,Brand 51,208.30,914
390,Product 390,Home,Kitchen,Brand 4,377.94,607
391,Product 391,Clothing,Women,Brand 74,349.89,916
392,Product 392,Clothing,Men,Brand 59,95.90,320
393,Product 393,Home,Furniture,Brand 80,407.12,145
394,Product 394,Sports,Equipment,Brand 92,292.97,201
395,Product 395,Beauty,Makeup,Brand 92,272.21,563
396,Product 396,Clothing,Women,Brand 49,45.37,753
397,Product 397,Sports,Fitness,Brand 34,430.55,207
398,Product 398,Clothing,Kids,Brand 85,70.52,212
399,Product 399,Clothing,Men,Brand 9,466.67,158
400,Product 400,Electronics,Accessories,Brand 41,85.10,167
401,Product 401,Home,Decor,Brand 94,95.35,19
402,Product 402,Sports,Equipment,Brand 77,228.25,478
403,Product 403,Sports,Equipment,Brand 60,304.45,658
404,Product 404,Electronics,Accessories,Brand 20,163.14,115
405,Product 405,Home,Decor,Brand 45,461.37,876
406,Product 406,Clothing,Women,Brand 25,80.18,471
407,Product 407,Beauty,Makeup,Brand 72,227.15,987
408,Product 408,Clothing,Kids,Brand 37,250.38,927
409,Product 409,Home,Furniture,Brand 99,177.82,283
410,Product 410,Electronics,Accessories,Brand 86,89.60,857
411,Product 411,Home,Kitchen,Brand 84,399.18,832
412,Product 412,Clothing,Kids,Brand 81,89.03,256
413,Product 413,Clothing,Men,Brand 97,118.44,799
414,Product 414,Sports,Fitness,Brand 73,465.43,622
415,Product 415,Clothing,Kids,Brand 20,278.24,204
416,Product 416,Electronics,Laptops,Brand 98,356.94,759
417,Product 417,Home,Decor,Brand 59,122.61,244
418,Product 418,Clothing,Kids,Brand 18,298.80,633
419,Product 419,Home,Kitchen,Brand 53,448.58,174
420,Product 420,Sports,Outdoor,Brand 12,471.53,480
421,Product 421,Sports,Equipment,Brand 77,317.17,915
422,Product 422,Clothing,Kids,Brand 51,182.50,312
423,Product 423,Clothing,Kids,Brand 62,82.85,441
424,Product 424,Clothing,Men,Brand 73,21.22,426
425,Product 425,Home,Furniture,Brand 78,10.19,396
426,Product 426,Clothing,Men,Brand 56,498.44,566
427,Product 427,Electronics,Mobiles,Brand 45,480.58,950
428,Product 428,Electronics,Mobiles,Brand 80,52.91,460
429,Product 429,Home,Kitchen,Brand 16,450.35,173
430,Product 430,Home,Decor,Brand 85,89.23,55
431,Product 431,Electronics,Laptops,Brand 37,31.81,147
432,Product 432,Home,Furniture,Brand 87,388.46,614
433,Product 433,Electronics,Mobiles,Brand 56,418.10,298
434,Product 434,Clothing,Women,Brand 25,273.47,420
435,Product 435,Sports,Equipment,Brand 17,469.31,363
436,Product 436,Sports,Equipment,Brand 98,361.39,933
437,Product 437,Home,Kitchen,Brand 37,215.01,112
438,Product 438,Home,Kitchen,Brand 63,347.23,937
439,Product 439,Electronics,Laptops,Brand 100,432.85,791
440,Product 440,Electronics,Laptops,Brand 48,87.27,451
441,Product 441,Clothing,Men,Brand 5,303.31,694
442,Product 442,Clothing,Women,Brand 10,388.28,981
443,Product 443,Home,Decor,Brand 30,99.41,771
444,Product 444,Beauty,Skincare,Brand 7,343.34,203
445,Product 445,Home,Decor,Brand 57,338.87,386
446,Product 446,Electronics,Laptops,Brand 52,434.19,864
447,Product 447,Beauty,Makeup,Brand 80,490.52,363
448,Product 448,Home,Kitchen,Brand 79,494.65,189
449,Product 449,Home,Furniture,Brand 93,390.16,809
450,Product 450,Clothing,Men,Brand 39,144.72,119
451,Product 451,Home,Decor,Brand 91,372.28,121
452,Product 452,Sports,Equipment,Brand 48,280.84,922
453,Product 453,Beauty,Skincare,Brand 100,184.58,398
454,Product 454,Home,Decor,Brand 56,19.28,823
455,Product 455,Electronics,Accessories,Brand 85,393.69,421
456,Product 456,Electronics,Laptops,Brand 86,348.75,672
457,Product 457,Electronics,Accessories,Brand 94,32.83,457
458,Product 458,Electronics,Mobiles,Brand 33,100.01,779
459,Product 459,Sports,Fitness,Brand 85,258.46,774
460,Product 460,Electronics,Laptops,Brand 22,230.77,666
461,Product 461,Clothing,Women,Brand 12,102.95,647
462,Product 462,Electronics,Accessories,Brand 79,315.92,238
463,Product 463,Beauty,Makeup,Brand 4,80.60,738
464,Product 464,Clothing,Men,Brand 27,57.43,605
465,Product 465,Clothing,Kids,Brand 47,326.79,878
466,Product 466,Clothing,Men,Brand 36,363.63,948
467,Product 467,Clothing,Men,Brand 8,356.79,336
468,Product 468,Sports,Equipment,Brand 94,12.79,706
469,Product 469,Sports,Equipment,Brand 66,34.36,216
470,Product 470,Home,Furniture,Brand 48,210.53,527
471,Product 471,Clothing,Men,Brand 9,85.27,481
472,Product 472,Electronics,Mobiles,Brand 78,197.60,574
473,Product 473,Beauty,Makeup,Brand 33,51.37,626
474,Product 474,Beauty,Haircare,Brand 41,470.45,901
475,Product 475,Home,Furniture,Brand 71,227.75,494
476,Product 476,Sports,Outdoor,Brand 72,166.83,919
477,Product 477,Electronics,Accessories,Brand 8,347.35,290
478,Product 478,Sports,Equipment,Brand 16,345.09,673
479,Product 479,Home,Kitchen,Brand 18,22.35,801
480,Product 480,Sports,Fitness,Brand 75,281.28,820
481,Product 481,Clothing,Women,Brand 10,245.51,885
482,Product 482,Beauty,Skincare,Brand 83,265.94,705
483,Product 483,Sports,Outdoor,Brand 96,360.78,363
484,Product 484,Beauty,Skincare,Brand 99,258.90,376
485,Product 485,Beauty,Makeup,Brand 9,70.63,808
486,Product 486,Clothing,Kids,Brand 54,363.49,638
487,Product 487,Electronics,Laptops,Brand 84,400.82,421
488,Product 488,Beauty,Skincare,Brand 39,91.65,439
489,Product 489,Electronics,Laptops,Brand 91,305.46,574
490,Product 490,Clothing,Women,Brand 38,411.26,428
491,Product 491,Sports,Equipment,Brand 74,344.85,205
492,Product 492,Sports,Fitness,Brand 11,111.01,683
493,Product 493,Home,Kitchen,Brand 38,202.91,923
494,Product 494,Sports,Fitness,Brand 74,33.80,533
495,Product 495,Beauty,Skincare,Brand 56,203.46,190
496,Product 496,Electronics,Laptops,Brand 38,269.04,595
