product_id,product_name,category,sub_category,brand,price,stock_quantity
96,Product_96,Home,Decor,Brand_10,281.17,679
97,Product_97,Sports,Equipment,Brand_96,166.64,778
98,Product_98,Sports,Outdoor,Brand_28,368.15,912
99,Product_99,Sports,Outdoor,Brand_71,414.07,748
100,Product_100,Electronics,Accessories,Brand_33,299.81,938
101,Product_101,Home,Furniture,Brand_94,390.06,440
102,Product_102,Beauty,Skincare,Brand_92,52.59,403
103,Product_103,Clothing,Kids,Brand_19,273.03,719
104,Product_104,Home,Decor,Brand_76,405.62,28
105,Product_105,Sports,Outdoor,Brand_47,214.29,466
106,Product_106,Beauty,Haircare,Brand_53,413.62,269
107,Product_107,Home,Decor,Brand_22,314.16,129
108,Product_108,Clothing,Women,Brand_82,153.98,205
109,Product_109,Electronics,Accessories,Brand_56,97.56,123
110,Product_110,Electronics,Accessories,Brand_63,431.14,232
111,Product_111,Home,Kitchen,Brand_51,481.56,945
112,Product_112,Home,Kitchen,Brand_23,249.9,443
113,Product_113,Home,Decor,Brand_55,314.06,260
114,Product_114,Sports,Equipment,Brand_29,460.85,416
115,Product_115,Clothing,Women,Brand_15,214.91,153
116,Product_116,Home,Furniture,Brand_86,389.87,587
117,Product_117,Electronics,Mobiles,Brand_72,338.99,735
118,Product_118,Beauty,Makeup,Brand_39,439.07,908
119,Product_119,Beauty,Skincare,Brand_17,70.92,925
120,Product_120,Sports,Equipment,Brand_42,245.78,824
121,Product_121,Sports,Fitness,Brand_56,44.75,806
122,Product_122,Clothing,Women,Brand_82,39.25,456
123,Product_123,Beauty,Haircare,Brand_32,250.64,559
124,Product_124,Sports,Fitness,Brand_65,346.41,971
125,Product_125,Clothing,Women,Brand_14,439.41,648
126,Product_126,Home,Furniture,Brand_33,363.77,788
127,Product_127,Home,Kitchen,Brand_90,221.94,572
128,Product_128,Clothing,Women,Brand_21,430.27,591
129,Product_129,Beauty,Haircare,Brand_60,491.73,224
130,Product_130,Electronics,Laptops,Brand_50,96.13,190
131,Product_131,Electronics,Mobiles,Brand_46,41.72,522
132,Product_132,Beauty,Haircare,Brand_60,469.0,477
133,Product_133,Sports,Outdoor,Brand_31,251.91,579
134,Product_134,Clothing,Women,Brand_89,198.6,414
135,Product_135,Beauty,Skincare,Brand_5,475.58,619
136,Product_136,Clothing,Women,Brand_76,106.81,483
137,Product_137,Electronics,Mobiles,Brand_40,45.32,265
138,Product_138,Clothing,Men,Brand_11,386.13,130
139,Product_139,Beauty,Makeup,Brand_68,83.71,376
140,Product_140,Beauty,Skincare,Brand_45,424.62,312
141,Product_141,Electronics,Laptops,Brand_5,215.96,449
142,Product_142,Beauty,Skincare,Brand_44,112.39,151
143,Product_143,Home,Decor,Brand_54,153.33,256
144,Product_144,Clothing,Women,Brand_50,471.1,890
145,Product_145,Beauty,Makeup,Brand_74,499.82,356
146,Product_146,Clothing,Men,Brand_49,370.6,797
147,Product_147,Home,Furniture,Brand_81,267.89,725
148,Product_148,Beauty,Haircare,Brand_91,252.37,167
149,Product_149,Home,Decor,Brand_6,176.25,148
150,Product_150,Clothing,Men,Brand_40,246.91,523
151,Product_151,Electronics,Accessories,Brand_78,355.38,544
152,Product_152,Electronics,Mobiles,Brand_81,310.62,464
153,Product_153,Home,Decor,Brand_78,203.21,458
154,Product_154,Beauty,Haircare,Brand_17,87.07,555
155,Product_155,Sports,Outdoor,Brand_72,125.78,76
156,Product_156,Clothing,Men,Brand_52,285.21,584
157,Product_157,Electronics,Accessories,Brand_92,160.47,898
158,Product_158,Clothing,Women,Brand_76,167.38,310
159,Product_159,Home,Furniture,Brand_87,381.3,639
160,Product_160,Home,Furniture,Brand_94,457.75,109
161,Product_161,Home,Kitchen,Brand_87,65.71,468
162,Product_162,Sports,Outdoor,Brand_75,296.7,839
163,Product_163,Home,Kitchen,Brand_72,285.67,555
164,Product_164,Electronics,Mobiles,Brand_98,112.97,180
165,Product_165,Clothing,Women,Brand_96,360.28,340
166,Product_166,Electronics,Accessories,Brand_25,82.0,446
167,Product_167,Home,Decor,Brand_65,364.02,28
168,Product_168,Home,Kitchen,Brand_2,123.42,350
169,Product_169,Beauty,Haircare,Brand_52,370.59,31
170,Product_170,Home,Decor,Brand_22,271.22,939
171,Product_171,Electronics,Laptops,Brand_17,393.01,489
172,Product_172,Home,Decor,Brand_81,491.41,114
173,Product_173,Electronics,Laptops,Brand_76,294.12,828
174,Product_174,Beauty,Skincare,Brand_71,483.87,245
175,Product_175,Home,Decor,Brand_73,354.33,740
176,Product_176,Beauty,Makeup,Brand_88,195.68,230
177,Product_177,Sports,Fitness,Brand_80,6.79,483
178,Product_178,Sports,Equipment,Brand_46,122.55,39
179,Product_179,Home,Kitchen,Brand_28,341.42,330
180,Product_180,Electronics,Laptops,Brand_70,200.72,97
181,Product_181,Clothing,Kids,Brand_54,69.8,54
182,Product_182,Electronics,Accessories,Brand_61,489.86,737
183,Product_183,Sports,Fitness,Brand_67,420.26,284
184,Product_184,Clothing,Men,Brand_85,386.22,210
185,Product_185,Sports,Equipment,Brand_34,495.75,94
186,Product_186,Home,Decor,Brand_51,292.75,550
187,Product_187,Clothing,Men,Brand_79,20.71,308
188,Product_188,Home,Kitchen,Brand_9,129.24,404
189,Product_189,Home,Decor,Brand_33,411.24,434
190,Product_190,Sports,Equipment,Brand_71,233.62,429
191,Product_191,Electronics,Laptops,Brand_53,387.79,288
192,Product_192,Clothing,Kids,Brand_8,203.52,808
193,Product_193,Electronics,Mobiles,Brand_69,149.8,409
194,Product_194,Electronics,Accessories,Brand_50,96.28,445
195,Product_195,Sports,Equipment,Brand_15,70.48,275
196,Product_196,Home,Kitchen,Brand_43,112.89,557
197,Product_197,Sports,Equipment,Brand_35,493.18,335
198,Product_198,Clothing,Women,Brand_93,478.74,717
199,Product_199,Home,Decor,Brand_99,85.03,989
200,Product_200,Sports,Outdoor,Brand_33,114.86,942
201,Product_201,Beauty,Makeup,Brand_87,363.05,939
202,Product_202,Electronics,Mobiles,Brand_11,97.99,987
203,Product_203,Clothing,Kids,Brand_4,22.4,83
204,Product_204,Electronics,Accessories,Brand_30,41.61,429
205,Product_205,Beauty,Makeup,Brand_42,264.58,807
206,Product_206,Clothing,Women,Brand_10,201.66,932
207,Product_207,Beauty,Haircare,Brand_59,274.26,280
208,Product_208,Home,Decor,Brand_55,481.73,695
209,Product_209,Beauty,Haircare,Brand_49,129.99,310
210,Product_210,Beauty,Haircare,Brand_34,61.49,227
211,Product_211,Sports,Outdoor,Brand_4,280.29,468
212,Product_212,Beauty,Haircare,Brand_90,213.95,216
213,Product_213,Home,Decor,Brand_92,162.74,818
214,Product_214,Beauty,Makeup,Brand_22,404.48,486
215,Product_215,Beauty,Skincare,Brand_87,479.29,377
216,Product_216,Home,Kitchen,Brand_51,59.54,747
217,Product_217,Home,Decor,Brand_82,387.38,515
218,Product_218,Electronics,Mobiles,Brand_47,459.34,653
219,Product_219,Clothing,Women,Brand_100,371.84,129
220,Product_220,Home,Decor,Brand_80,5.06,735
221,Product_221,Sports,Equipment,Brand_58,429.12,485
222,Product_222,Clothing,Men,Brand_25,245.21,931
223,Product_223,Clothing,Men,Brand_81,375.72,135
224,Product_224,Electronics,Laptops,Brand_12,153.8,447
225,Product_225,Clothing,Kids,Brand_18,277.76,92
226,Product_226,Home,Kitchen,Brand_55,46.1,305
227,Product_227,Home,Kitchen,Brand_56,307.73,331
228,Product_228,Home,Decor,Brand_73,361.55,678
229,Product_229,Sports,Fitness,Brand_99,267.05,601
230,Product_230,Home,Furniture,Brand_10,319.09,139
231,Product_231,Sports,Fitness,Brand_82,474.37,239
232,Product_232,Clothing,Men,Brand_81,471.07,353
233,Product_233,Home,Decor,Brand_76,278.39,780
234,Product_234,Sports,Equipment,Brand_77,264.1,331
235,Product_235,Beauty,Haircare,Brand_73,169.93,688
236,Product_236,Home,Kitchen,Brand_97,68.5,809
237,Product_237,Electronics,Laptops,Brand_95,242.06,686
238,Product_238,Sports,Fitness,Brand_15,68.56,803
239,Product_239,Clothing,Men,Brand_2,468.36,420
240,Product_240,Clothing,Men,Brand_8,43.47,574
241,Product_241,Clothing,Men,Brand_3,380.8,103
242,Product_242,Electronics,Accessories,Brand_12,416.59,472
243,Product_243,Beauty,Haircare,Brand_47,497.43,49
244,Product_244,Electronics,Mobiles,Brand_97,267.03,789
245,Product_245,Electronics,Mobiles,Brand_78,369.21,324
246,Product_246,Sports,Equipment,Brand_62,42.58,733
247,Product_247,Sports,Outdoor,Brand_54,69.89,679
248,Product_248,Clothing,Women,Brand_42,138.74,845
249,Product_249,Home,Decor,Brand_66,110.92,367
250,Product_250,Clothing,Women,Brand_44,214.99,196
251,Product_251,Home,Decor,Brand_15,391.7,859
252,Product_252,Beauty,Haircare,Brand_89,33.65,880
253,Product_253,Electronics,Accessories,Brand_54,360.45,733
254,Product_254,Sports,Outdoor,Brand_65,336.15,900
255,Product_255,Clothing,Men,Brand_77,344.75,291
256,Product_256,Electronics,Laptops,Brand_83,58.27,955
257,Product_257,Clothing,Women,Brand_37,137.45,758
258,Product_258,Clothing,Men,Brand_35,161.92,709
259,Product_259,Home,Kitchen,Brand_40,67.23,967
260,Product_260,Sports,Equipment,Brand_51,87.36,532
261,Product_261,Clothing,Kids,Brand_96,427.56,937
262,Product_262,Beauty,Haircare,Brand_64,334.33,496
263,Product_263,Sports,Fitness,Brand_31,424.85,325
264,Product_264,Beauty,Skincare,Brand_68,61.67,696
265,Product_265,Sports,Outdoor,Brand_65,203.93,725
266,Product_266,Sports,Fitness,Brand_82,308.17,853
267,Product_267,Beauty,Skincare,Brand_98,271.49,817
268,Product_268,Home,Kitchen,Brand_7,292.66,928
269,Product_269,Sports,Fitness,Brand_91,141.6,536
270,Product_270,Home,Decor,Brand_27,292.89,254
271,Product_271,Electronics,Laptops,Brand_54,142.92,196
272,Product_272,Sports,Fitness,Brand_32,122.16,252
273,Product_273,Clothing,Men,Brand_31,149.47,543
274,Product_274,Home,Kitchen,Brand_5,226.23,298
275,Product_275,Sports,Fitness,Brand_44,330.42,450
276,Product_276,Sports,Fitness,Brand_60,360.19,599
277,Product_277,Clothing,Men,Brand_78,138.64,754
278,Product_278,Home,Decor,Brand_66,6.28,209
279,Product_279,Electronics,Laptops,Brand_17,12.09,55
280,Product_280,Sports,Outdoor,Brand_87,36.85,349
281,Product_281,Home,Kitchen,Brand_70,404.0,861
282,Product_282,Home,Decor,Brand_6,126.4,782
283,Product_283,Electronics,Accessories,Brand_38,285.73,216
284,Product_284,Sports,Fitness,Brand_25,470.61,241
285,Product_285,Beauty,Skincare,Brand_67,450.63,16
286,Product_286,Clothing,Women,Brand_36,456.56,729
287,Product_287,Home,Decor,Brand_1,349.02,636
288,Product_288,Sports,Fitness,Brand_33,11.46,841
289,Product_289,Clothing,Kids,Brand_68,188.96,742
290,Product_290,Clothing,Kids,Brand_87,377.14,111
291,Product_291,Clothing,Women,Brand_85,278.25,704
292,Product_292,Beauty,Makeup,Brand_20,185.14,283
293,Product_293,Home,Furniture,Brand_42,60.27,285
294,Product_294,Home,Kitchen,Brand_48,211.07,594
295,Product_295,Electronics,Laptops,Brand_40,316.47,273
296,Product_296,Sports,Fitness,Brand_21,49.64,982
297,Product_297,Sports,Fitness,Brand_57,385.43,56
298,Product_298,Electronics,Laptops,Brand_4,300.88,201
299,Product_299,Electronics,Laptops,Brand_33,453.35,230
300,Product_300,Electronics,Laptops,Brand_88,401.27,646
301,Product_301,Clothing,Women,Brand_80,128.17,685
302,Product_302,Beauty,Makeup,Brand_20,312.49,585
303,Product_303,Beauty,Skincare,Brand_91,285.24,143
304,Product_304,Beauty,Makeup,Brand_19,388.61,876
305,Product_305,Clothing,Women,Brand_37,110.22,718
306,Product_306,Sports,Outdoor,Brand_74,255.42,938
307,Product_307,Sports,Outdoor,Brand_4,369.86,615
308,Product_308,Electronics,Mobiles,Brand_40,451.45,35
309,Product_309,Clothing,Kids,Brand_76,248.16,646
310,Product_310,Electronics,Laptops,Brand_92,18.52,468
311,Product_311,Beauty,Makeup,Brand_52,38.23,985
312,Product_312,Clothing,Kids,Brand_82,106.91,624
313,Product_313,Beauty,Skincare,Brand_14,180.0,541
314,Product_314,Sports,Equipment,Brand_77,8.9,894
315,Product_315,Beauty,Haircare,Brand_38,398.58,644
316,Product_316,Home,Decor,Brand_88,72.43,288
317,Product_317,Clothing,Kids,Brand_83,468.45,803
318,Product_318,Home,Kitchen,Brand_26,272.56,234
319,Product_319,Clothing,Men,Brand_96,292.81,769
320,Product_320,Electronics,Laptops,Brand_12,226.83,525
321,Product_321,Clothing,Kids,Brand_84,161.18,455
322,Product_322,Electronics,Laptops,Brand_29,445.15,523
323,Product_323,Clothing,Women,Brand_9,266.58,789
324,Product_324,Electronics,Laptops,Brand_71,363.36,189
325,Product_325,Beauty,Makeup,Brand_56,378.04,225
326,Product_326,Clothing,Women,Brand_21,118.88,486
327,Product_327,Sports,Equipment,Brand_28,473.38,886
328,Product_328,Clothing,Women,Brand_75,470.24,833
329,Product_329,Beauty,Skincare,Brand_83,351.04,752
330,Product_330,Beauty,Makeup,Brand_80,348.1,304
331,Product_331,Beauty,Skincare,Brand_69,146.01,500
332,Product_332,Beauty,Skincare,Brand_66,190.27,998
333,Product_333,Electronics,Mobiles,Brand_60,215.64,467
334,Product_334,Sports,Fitness,Brand_11,375.14,74
335,Product_335,Electronics,Mobiles,Brand_100,53.46,983
336,Product_336,Home,Furniture,Brand_64,164.81,74
337,Product_337,Electronics,Laptops,Brand_74,151.79,495
338,Product_338,Home,Decor,Brand_6,361.76,152
339,Product_339,Sports,Equipment,Brand_8,402.07,450
340,Product_340,Beauty,Makeup,Brand_71,483.64,998
341,Product_341,Beauty,Skincare,Brand_33,386.86,546
342,Product_342,Home,Kitchen,Brand_86,74.57,278
343,Product_343,Beauty,Skincare,Brand_36,337.38,411
344,Product_344,Clothing,Men,Brand_80,126.24,992
345,Product_345,Beauty,Skincare,Brand_5,226.1,628
346,Product_346,Electronics,Mobiles,Brand_55,75.57,703
347,Product_347,Beauty,Makeup,Brand_12,464.48,337
348,Product_348,Electronics,Mobiles,Brand_18,451.58,148
349,Product_349,Electronics,Mobiles,Brand_88,411.84,392
350,Product_350,Home,Decor,Brand_18,393.17,367
351,Product_351,Home,Kitchen,Brand_60,225.59,811
352,Product_352,Clothing,Men,Brand_76,116.5,680
353,Product_353,Clothing,Women,Brand_26,396.85,877
354,Product_354,Home,Decor,Brand_10,372.48,624
355,Product_355,Beauty,Makeup,Brand_61,215.67,560
356,Product_356,Home,Decor,Brand_42,461.7,616
357,Product_357,Clothing,Men,Brand_83,424.16,735
358,Product_358,Home,Decor,Brand_33,170.42,42
359,Product_359,Home,Decor,Brand_47,174.62,641
360,Product_360,Home,Kitchen,Brand_88,66.67,604
361,Product_361,Electronics,Mobiles,Brand_13,60.87,598
362,Product_362,Sports,Fitness,Brand_91,320.49,596
363,Product_363,Beauty,Haircare,Brand_16,338.44,63
364,Product_364,Electronics,Accessories,Brand_7,225.15,795
365,Product_365,Sports,Fitness,Brand_48,440.02,985
366,Product_366,Sports,Equipment,Brand_31,429.46,378
367,Product_367,Clothing,Men,Brand_77,216.74,170
368,Product_368,Sports,Fitness,Brand_94,121.1,239
369,Product_369,Sports,Equipment,Brand_45,62.92,345
370,Product_370,Clothing,Kids,Brand_23,211.71,46
371,Product_371,Sports,Equipment,Brand_34,484.5,599
372,Product_372,Home,Kitchen,Brand_8,57.92,863
373,Product_373,Sports,Equipment,Brand_52,185.16,187
374,Product_374,Clothing,Women,Brand_89,346.64,561
375,Product_375,Electronics,Mobiles,Brand_38,357.19,469
376,Product_376,Beauty,Skincare,Brand_5,470.99,814
377,Product_377,Home,Decor,Brand_67,205.57,809
378,Product_378,Clothing,Kids,Brand_85,229.91,774
379,Product_379,Home,Furniture,Brand_96,458.26,739
380,Product_380,Electronics,Accessories,Brand_85,299.92,664
381,Product_381,Home,Kitchen,Brand_58,117.72,723
382,Product_382,Beauty,Skincare,Brand_39,234.78,851
383,Product_383,Electronics,Accessories,Brand_84,469.75,871
384,Product_384,Home,Kitchen,Brand_40,247.14,152
385,Product_385,Clothing,Men,Brand_37,23.47,983
386,Product_386,Sports,Equipment,Brand_59,47.92,426
387,Product_387,Sports,Fitness,Brand_27,384.02,343
388,Product_388,Electronics,Mobiles,Brand_28,466.35,595
389,Product_389,Sports,Equipment,Brand_51,208.3,914
390,Product_390,Home,Kitchen,Brand_4,377.94,607
391,Product_391,Clothing,Women,Brand_74,349.89,916
392,Product_392,Clothing,Men,Brand_59,95.9,320
393,Product_393,Home,Furniture,Brand_80,407.12,145
394,Product_394,Sports,Equipment,Brand_92,292.97,201
395,Product_395,Beauty,Makeup,Brand_92,272.21,563
396,Product_396,Clothing,Women,Brand_49,45.37,753
397,Product_397,Sports,Fitness,Brand_34,430.55,207
398,Product_398,Clothing,Kids,Brand_85,70.52,212
399,Product_399,Clothing,Men,Brand_9,466.67,158
400,Product_400,Electronics,Accessories,Brand_41,85.1,167
401,Product_401,Home,Decor,Brand_94,95.35,19
402,Product_402,Sports,Equipment,Brand_77,228.25,478
403,Product_403,Sports,Equipment,Brand_60,304.45,658
404,Product_404,Electronics,Accessories,Brand_20,163.14,115
405,Product_405,Home,Decor,Brand_45,461.37,876
406,Product_406,Clothing,Women,Brand_25,80.18,471
407,Product_407,Beauty,Makeup,Brand_72,227.15,987
408,Product_408,Clothing,Kids,Brand_37,250.38,927
409,Product_409,Home,Furniture,Brand_99,177.82,283
410,Product_410,Electronics,Accessories,Brand_86,89.6,857
411,Product_411,Home,Kitchen,Brand_84,399.18,832
412,Product_412,Clothing,Kids,Brand_81,89.03,256
413,Product_413,Clothing,Men,Brand_97,118.44,799
414,Product_414,Sports,Fitness,Brand_73,465.43,622
415,Product_415,Clothing,Kids,Brand_20,278.24,204
416,Product_416,Electronics,Laptops,Brand_98,356.94,759
417,Product_417,Home,Decor,Brand_59,122.61,244
418,Product_418,Clothing,Kids,Brand_18,298.8,633
419,Product_419,Home,Kitchen,Brand_53,448.58,174
420,Product_420,Sports,Outdoor,Brand_12,471.53,480
421,Product_421,Sports,Equipment,Brand_77,317.17,915
422,Product_422,Clothing,Kids,Brand_51,182.5,312
423,Product_423,Clothing,Kids,Brand_62,82.85,441
424,Product_424,Clothing,Men,Brand_73,21.22,426
425,Product_425,Home,Furniture,Brand_78,10.19,396
426,Product_426,Clothing,Men,Brand_56,498.44,566
427,Product_427,Electronics,Mobiles,Brand_45,480.58,950
428,Product_428,Electronics,Mobiles,Brand_80,52.91,460
429,Product_429,Home,Kitchen,Brand_16,450.35,173
430,Product_430,Home,Decor,Brand_85,89.23,55
431,Product_431,Electronics,Laptops,Brand_37,31.81,147
432,Product_432,Home,Furniture,Brand_87,388.46,614
433,Product_433,Electronics,Mobiles,Brand_56,418.1,298
434,Product_434,Clothing,Women,Brand_25,273.47,420
435,Product_435,Sports,Equipment,Brand_17,469.31,363
436,Product_436,Sports,Equipment,Brand_98,361.39,933
437,Product_437,Home,Kitchen,Brand_37,215.01,112
438,Product_438,Home,Kitchen,Brand_63,347.23,937
439,Product_439,Electronics,Laptops,Brand_100,432.85,791
440,Product_440,Electronics,Laptops,Brand_48,87.27,451
441,Product_441,Clothing,Men,Brand_5,303.31,694
442,Product_442,Clothing,Women,Brand_10,388.28,981
443,Product_443,Home,Decor,Brand_30,99.41,771
444,Product_444,Beauty,Skincare,Brand_7,343.34,203
445,Product_445,Home,Decor,Brand_57,338.87,386
446,Product_446,Electronics,Laptops,Brand_52,434.19,864
447,Product_447,Beauty,Makeup,Brand_80,490.52,363
448,Product_448,Home,Kitchen,Brand_79,494.65,189
449,Product_449,Home,Furniture,Brand_93,390.16,809
450,Product_450,Clothing,Men,Brand_39,144.72,119
451,Product_451,Home,Decor,Brand_91,372.28,121
452,Product_452,Sports,Equipment,Brand_48,280.84,922
453,Product_453,Beauty,Skincare,Brand_100,184.58,398
454,Product_454,Home,Decor,Brand_56,19.28,823
455,Product_455,Electronics,Accessories,Brand_85,393.69,421
456,Product_456,Electronics,Laptops,Brand_86,348.75,672
457,Product_457,Electronics,Accessories,Brand_94,32.83,457
458,Product_458,Electronics,Mobiles,Brand_33,100.01,779
459,Product_459,Sports,Fitness,Brand_85,258.46,774
460,Product_460,Electronics,Laptops,Brand_22,230.77,666
461,Product_461,Clothing,Women,Brand_12,102.95,647
462,Product_462,Electronics,Accessories,Brand_79,315.92,238
463,Product_463,Beauty,Makeup,Brand_4,80.6,738
464,Product_464,Clothing,Men,Brand_27,57.43,605
465,Product_465,Clothing,Kids,Brand_47,326.79,878
466,Product_466,Clothing,Men,Brand_36,363.63,948
467,Product_467,Clothing,Men,Brand_8,356.79,336
468,Product_468,Sports,Equipment,Brand_94,12.79,706
469,Product_469,Sports,Equipment,Brand_66,34.36,216
470,Product_470,Home,Furniture,Brand_48,210.53,527
471,Product_471,Clothing,Men,Brand_9,85.27,481
472,Product_472,Electronics,Mobiles,Brand_78,197.6,574
473,Product_473,Beauty,Makeup,Brand_33,51.37,626
474,Product_474,Beauty,Haircare,Brand_41,470.45,901
475,Product_475,Home,Furniture,Brand_71,227.75,494
476,Product_476,Sports,Outdoor,Brand_72,166.83,919
477,Product_477,Electronics,Accessories,Brand_8,347.35,290
478,Product_478,Sports,Equipment,Brand_16,345.09,673
479,Product_479,Home,Kitchen,Brand_18,22.35,801
480,Product_480,Sports,Fitness,Brand_75,281.28,820
481,Product_481,Clothing,Women,Brand_10,245.51,885
482,Product_482,Beauty,Skincare,Brand_83,265.94,705
483,Product_483,Sports,Outdoor,Brand_96,360.78,363
484,Product_484,Beauty,Skincare,Brand_99,258.9,376
485,Product_485,Beauty,Makeup,Brand_9,70.63,808
486,Product_486,Clothing,Kids,Brand_54,363.49,638
487,Product_487,Electronics,Laptops,Brand_84,400.82,421
488,Product_488,Beauty,Skincare,Brand_39,91.65,439
489,Product_489,Electronics,Laptops,Brand_91,305.46,574
490,Product_490,Clothing,Women,Brand_38,411.26,428
491,Product_491,Sports,Equipment,Brand_74,344.85,205
492,Product_492,Sports,Fitness,Brand_11,111.01,683
493,Product_493,Home,Kitchen,Brand_38,202.91,923
494,Product_494,Sports,Fitness,Brand_74,33.8,533
495,Product_495,Beauty,Skincare,Brand_56,203.46,190
496,Product_496,Electronics,Laptops,Brand_38,269.04,595
