order_id,customer_id,order_date,order_status,payment_id
98,16637,2020-04-03,Completed,98
99,11827,2023-08-21,Cancelled,99
100,7358,2023-02-02,Completed,100
101,13181,2022-08-29,Completed,101
102,12955,2020-11-08,Pending,102
103,12768,2021-04-10,Completed,103
104,19042,2021-09-19,Completed,104
105,13138,2022-07-08,Cancelled,105
106,14912,2022-08-06,Completed,106
107,8964,2023-07-17,Completed,107
108,2602,2023-06-07,Completed,108
109,19476,2020-09-05,Returned,109
110,9328,2021-10-11,Completed,110
111,17108,2020-01-20,Completed,111
112,11796,2022-09-19,Pending,112
113,1040,2023-01-31,Pending,113
114,18939,2023-12-14,Returned,114
115,3347,2021-12-20,Cancelled,115
116,11277,2022-11-20,Returned,116
117,7927,2023-04-28,Completed,117
118,3604,2020-06-20,Completed,118
119,18795,2023-10-04,Completed,119
120,19788,2020-12-21,Completed,120
121,19889,2022-09-01,Completed,121
122,1263,2023-05-26,Completed,122
123,10787,2020-10-16,Completed,123
124,7562,2023-08-24,Completed,124
125,5110,2022-03-20,Completed,125
126,13592,2021-09-19,Cancelled,126
127,9208,2021-02-09,Pending,127
128,4933,2021-03-30,Completed,128
129,1462,2020-02-27,Completed,129
130,19770,2022-03-19,Completed,130
131,2146,2021-03-18,Completed,131
132,13897,2022-03-29,Completed,132
133,6358,2020-04-03,Completed,133
134,10671,2020-12-18,Completed,134
135,16829,2023-06-14,Cancelled,135
136,1744,2020-06-29,Completed,136
137,34,2021-04-13,Completed,137
138,16446,2020-04-03,Completed,138
139,3589,2021-01-06,Completed,139
140,14643,2020-01-02,Pending,140
141,353,2020-06-02,Completed,141
142,17466,2020-03-31,Completed,142
143,18555,2023-05-03,Completed,143
144,18013,2020-02-17,Pending,144
145,4099,2023-11-11,Completed,145
146,15383,2022-12-16,Returned,146
147,13578,2022-03-19,Completed,147
148,9007,2022-01-10,Completed,148
149,11312,2021-08-23,Completed,149
150,16637,2023-07-21,Completed,150
151,3620,2021-08-13,Completed,151
152,13400,2020-04-10,Completed,152
153,4406,2022-02-05,Returned,153
154,532,2020-12-18,Completed,154
155,9859,2022-01-24,Completed,155
156,16581,2022-10-05,Completed,156
157,9128,2020-06-20,Completed,157
158,19707,2020-10-30,Completed,158
159,10182,2020-01-17,Completed,159
160,8655,2023-02-01,Completed,160
161,1734,2020-07-21,Cancelled,161
162,19132,2022-12-29,Completed,162
163,19623,2020-02-23,Completed,163
164,9776,2022-10-08,Pending,164
165,9429,2020-01-15,Pending,165
166,17197,2020-04-14,Completed,166
167,12325,2023-04-14,Completed,167
168,8598,2023-12-12,Returned,168
169,3124,2020-04-12,Completed,169
170,14082,2021-07-08,Completed,170
171,9394,2022-09-26,Completed,171
172,13071,2021-09-11,Pending,172
173,6949,2023-09-22,Cancelled,173
174,12674,2024-02-06,Completed,174
175,8311,2022-12-23,Completed,175
176,18283,2021-02-09,Completed,176
177,12116,2023-04-27,Completed,177
178,10272,2022-06-14,Completed,178
179,4844,2021-08-24,Completed,179
180,15089,2021-06-30,Completed,180
181,13625,2023-06-09,Completed,181
182,18678,2022-07-06,Returned,182
183,4949,2020-12-24,Completed,183
184,16018,2020-03-10,Completed,184
185,13104,2020-04-19,Completed,185
186,12584,2020-12-08,Returned,186
187,18500,2021-05-03,Completed,187
188,3972,2022-05-26,Completed,188
189,2685,2023-01-21,Completed,189
190,7082,2022-03-26,Returned,190
191,13270,2023-11-19,Completed,191
192,1810,2022-03-15,Completed,192
193,61,2023-08-21,Cancelled,193
194,15242,2022-06-30,Cancelled,194
195,3408,2021-01-09,Completed,195
196,4896,2021-03-28,Pending,196
197,664,2022-11-08,Cancelled,197
198,16352,2023-05-29,Completed,198
199,14197,2023-08-02,Cancelled,199
200,9820,2023-09-15,Completed,200
201,17611,2023-03-28,Completed,201
202,18632,2020-10-01,Returned,202
203,19137,2020-12-06,Completed,203
204,19330,2020-01-06,Cancelled,204
205,19068,2022-11-08,Completed,205
206,6260,2023-09-25,Pending,206
207,18387,2022-12-07,Completed,207
208,1525,2020-02-11,Cancelled,208
209,16232,2021-04-07,Completed,209
210,18841,2023-11-04,Completed,210
211,9609,2022-12-30,Completed,211
212,8436,2022-01-30,Completed,212
213,3868,2023-11-03,Completed,213
214,15419,2022-06-07,Completed,214
215,11177,2022-08-16,Completed,215
216,18507,2022-04-09,Completed,216
217,370,2020-08-27,Completed,217
218,18558,2023-02-24,Pending,218
219,11841,2021-07-01,Cancelled,219
220,10356,2023-11-18,Returned,220
221,11786,2022-05-18,Completed,221
222,13148,2020-06-19,Completed,222
223,14898,2022-11-05,Completed,223
224,13921,2023-09-14,Completed,224
225,10815,2020-02-18,Completed,225
226,16358,2020-07-22,Cancelled,226
227,18006,2021-03-05,Completed,227
228,16739,2021-12-08,Completed,228
229,8250,2024-01-02,Returned,229
230,7672,2023-03-05,Completed,230
231,3374,2020-09-02,Completed,231
232,19740,2022-10-12,Completed,232
233,18640,2020-02-23,Cancelled,233
234,9019,2020-01-05,Returned,234
235,7661,2020-06-20,Completed,235
236,8964,2021-12-31,Completed,236
237,13935,2022-02-13,Completed,237
238,5756,2022-01-29,Completed,238
239,681,2023-07-09,Returned,239
240,15473,2020-02-25,Cancelled,240
241,572,2020-05-26,Completed,241
242,1342,2021-01-11,Completed,242
243,18964,2023-10-08,Completed,243
244,351,2022-04-16,Returned,244
245,16263,2023-09-21,Pending,245
246,14144,2022-03-25,Completed,246
247,2692,2022-12-10,Completed,247
248,6387,2022-10-27,Completed,248
249,13454,2022-11-05,Returned,249
250,19705,2021-11-07,Completed,250
251,11094,2021-10-15,Completed,251
252,18265,2022-08-01,Returned,252
253,5924,2020-12-25,Completed,253
254,14930,2023-07-20,Cancelled,254
255,13071,2021-01-26,Completed,255
256,10143,2021-01-31,Completed,256
257,1754,2021-10-30,Completed,257
258,14596,2023-09-08,Completed,258
259,17580,2021-12-12,Cancelled,259
260,626,2022-10-19,Completed,260
261,8275,2023-01-03,Completed,261
262,16538,2022-08-15,Completed,262
263,8626,2023-04-02,Completed,263
264,11961,2023-05-29,Completed,264
265,7407,2022-08-03,Completed,265
266,5950,2020-01-05,Returned,266
267,14438,2023-01-11,Completed,267
268,14303,2021-05-18,Returned,268
269,4258,2020-12-10,Completed,269
270,8834,2023-10-06,Completed,270
271,4395,2020-10-07,Completed,271
272,18760,2022-06-23,Completed,272
273,9649,2023-07-27,Completed,273
274,8725,2022-05-19,Completed,274
275,7035,2022-03-06,Completed,275
276,19964,2022-08-07,Completed,276
277,14762,2024-01-17,Completed,277
278,13671,2023-07-21,Returned,278
279,15878,2021-11-23,Completed,279
280,8929,2023-05-09,Completed,280
281,18411,2022-12-19,Completed,281
282,15117,2021-12-09,Completed,282
283,18953,2022-07-17,Completed,283
284,13027,2021-01-27,Completed,284
285,17826,2023-12-29,Pending,285
286,18592,2023-01-11,Completed,286
287,17345,2022-03-25,Completed,287
288,9063,2022-12-12,Completed,288
289,89,2020-11-20,Completed,289
290,11594,2020-07-07,Pending,290
291,10690,2023-08-13,Returned,291
292,10372,2021-10-30,Pending,292
293,15897,2023-04-19,Cancelled,293
294,9808,2022-11-23,Completed,294
295,18495,2020-05-29,Completed,295
296,10024,2020-05-03,Completed,296
297,108,2023-01-11,Pending,297
298,9912,2024-02-08,Cancelled,298
299,5507,2022-11-27,Completed,299
300,3456,2023-11-11,Completed,300
301,1006,2021-03-12,Completed,301
302,14206,2021-03-07,Completed,302
303,16691,2023-12-04,Cancelled,303
304,12569,2020-10-08,Completed,304
305,14853,2021-10-29,Completed,305
306,15552,2023-11-28,Pending,306
307,2949,2022-08-05,Completed,307
308,2690,2023-12-15,Completed,308
309,18435,2022-07-25,Cancelled,309
310,17031,2023-01-24,Completed,310
311,1484,2024-01-31,Completed,311
312,2482,2022-04-08,Pending,312
313,956,2023-04-26,Completed,313
314,16365,2021-05-15,Completed,314
315,705,2020-04-12,Returned,315
316,14689,2021-03-14,Completed,316
317,14398,2021-04-25,Returned,317
318,11509,2023-07-06,Returned,318
319,2101,2020-07-10,Completed,319
320,13953,2021-08-04,Completed,320
321,14169,2022-04-22,Returned,321
322,13092,2023-06-30,Completed,322
323,5682,2020-01-26,Completed,323
324,15775,2022-11-06,Completed,324
325,18908,2020-11-14,Completed,325
326,12386,2020-06-03,Completed,326
327,1639,2020-01-14,Completed,327
328,9959,2020-05-07,Completed,328
329,19754,2022-12-08,Completed,329
330,1235,2020-03-28,Pending,330
331,184,2023-06-09,Cancelled,331
332,18328,2020-06-19,Completed,332
333,14531,2023-01-01,Completed,333
334,16424,2020-02-22,Cancelled,334
335,6597,2020-08-05,Pending,335
336,9531,2023-09-25,Completed,336
337,3040,2023-05-13,Returned,337
338,9908,2021-01-18,Completed,338
339,8012,2023-07-10,Completed,339
340,18468,2022-04-10,Returned,340
341,2311,2022-01-07,Returned,341
342,2266,2021-03-20,Completed,342
343,5466,2023-07-26,Pending,343
344,15458,2023-02-16,Completed,344
345,5025,2022-02-19,Completed,345
346,11731,2023-08-26,Returned,346
347,13201,2022-09-05,Completed,347
348,16363,2022-03-17,Pending,348
349,15863,2022-10-08,Completed,349
350,11345,2020-08-19,Pending,350
351,7060,2022-10-16,Pending,351
352,362,2022-10-31,Completed,352
353,7594,2021-04-22,Pending,353
354,10943,2023-02-14,Completed,354
355,7935,2022-03-08,Completed,355
356,5850,2022-12-24,Completed,356
357,5468,2023-03-08,Completed,357
358,5997,2020-03-13,Completed,358
359,6344,2021-11-22,Completed,359
360,16363,2022-05-12,Returned,360
361,13447,2022-12-17,Completed,361
362,14535,2022-05-10,Returned,362
363,5443,2020-07-24,Completed,363
364,17919,2021-03-23,Completed,364
365,15666,2021-06-04,Pending,365
366,17234,2023-02-26,Completed,366
367,12332,2021-04-18,Completed,367
368,12063,2022-09-09,Returned,368
369,10499,2022-04-17,Completed,369
370,12903,2021-04-13,Completed,370
371,9186,2021-11-28,Cancelled,371
372,15718,2022-03-12,Completed,372
373,15179,2022-11-08,Completed,373
374,15205,2022-04-12,Completed,374
375,9479,2022-04-29,Completed,375
376,4123,2021-05-28,Pending,376
377,9223,2023-11-27,Completed,377
378,13576,2024-01-27,Completed,378
379,18788,2023-10-14,Completed,379
380,13533,2023-02-08,Completed,380
381,8413,2022-01-08,Returned,381
382,7255,2022-09-13,Cancelled,382
383,7759,2021-09-04,Completed,383
384,12528,2022-02-14,Completed,384
385,11636,2022-06-01,Returned,385
386,18661,2020-04-08,Completed,386
387,17755,2023-02-16,Completed,387
388,12232,2021-08-18,Completed,388
389,16299,2023-02-10,Completed,389
390,8293,2022-10-07,Completed,390
391,7473,2020-08-17,Completed,391
392,11268,2021-02-24,Completed,392
393,4808,2021-09-13,Completed,393
394,7408,2020-07-24,Completed,394
395,4489,2021-02-10,Completed,395
396,1105,2022-12-28,Completed,396
397,5816,2020-01-14,Completed,397
398,13037,2021-07-09,Completed,398
399,9942,2020-10-10,Completed,399
400,15212,2020-07-24,Returned,400
401,14013,2023-07-09,Completed,401
402,201,2023-03-12,Pending,402
403,17267,2023-04-07,Cancelled,403
404,14558,2020-03-24,Cancelled,404
405,6161,2023-10-25,Cancelled,405
406,11975,2023-05-04,Completed,406
407,4334,2021-08-12,Completed,407
408,9461,2020-08-27,Returned,408
409,10690,2020-10-19,Returned,409
410,9520,2020-02-26,Cancelled,410
411,16093,2023-01-01,Pending,411
412,13425,2022-08-18,Completed,412
413,7622,2021-10-06,Completed,413
414,2465,2022-03-08,Completed,414
415,5926,2022-08-18,Completed,415
416,18487,2021-04-10,Completed,416
417,14775,2022-01-07,Completed,417
418,9823,2023-07-22,Completed,418
419,19581,2020-06-04,Completed,419
420,8216,2021-12-12,Cancelled,420
421,92,2022-01-22,Completed,421
422,19820,2023-03-08,Completed,422
423,2611,2021-10-11,Completed,423
424,3731,2022-03-31,Cancelled,424
425,14429,2021-01-24,Completed,425
426,311,2020-11-15,Cancelled,426
427,2094,2023-07-18,Cancelled,427
428,7311,2023-07-29,Completed,428
429,4068,2022-05-14,Cancelled,429
430,18656,2023-01-06,Completed,430
431,6311,2020-05-28,Returned,431
432,9413,2020-11-11,Completed,432
433,10058,2023-06-04,Pending,433
434,15007,2023-10-20,Completed,434
435,14048,2020-01-11,Cancelled,435
436,13301,2023-09-26,Pending,436
437,17446,2020-01-09,Completed,437
438,5622,2022-06-21,Completed,438
439,12839,2022-03-15,Completed,439
440,10296,2023-03-24,Completed,440
441,11109,2022-06-18,Completed,441
442,15716,2020-07-24,Completed,442
443,4208,2021-08-23,Cancelled,443
444,11628,2021-09-25,Completed,444
445,6642,2023-07-10,Completed,445
446,9524,2023-03-04,Completed,446
447,18978,2023-08-20,Cancelled,447
448,17709,2020-09-19,Returned,448
449,15692,2022-07-08,Cancelled,449
450,15108,2022-04-21,Completed,450
451,4877,2020-05-26,Completed,451
452,6467,2021-10-13,Completed,452
453,5557,2020-07-07,Completed,453
454,18937,2022-09-15,Pending,454
455,16762,2020-02-17,Completed,455
456,4653,2023-10-25,Completed,456
457,6447,2022-04-09,Completed,457
458,5984,2023-05-25,Completed,458
459,14960,2022-11-21,Cancelled,459
460,753,2022-12-03,Pending,460
461,1434,2021-04-28,Cancelled,461
462,3196,2021-07-07,Completed,462
463,7839,2021-07-09,Completed,463
464,13776,2022-02-13,Completed,464
465,1537,2022-11-23,Cancelled,465
466,7342,2020-02-16,Pending,466
467,16162,2022-09-06,Completed,467
468,6838,2022-05-08,Completed,468
469,1723,2023-03-22,Completed,469
470,8798,2020-08-14,Completed,470
471,4440,2022-09-19,Returned,471
472,659,2023-09-09,Completed,472
473,10918,2023-04-06,Completed,473
474,9653,2023-03-07,Completed,474
475,14712,2022-05-17,Completed,475
476,6706,2021-08-08,Completed,476
477,9550,2021-01-24,Returned,477
478,860,2023-02-10,Completed,478
479,19106,2021-01-09,Completed,479
480,4996,2022-05-18,Completed,480
481,10073,2022-05-24,Completed,481
482,3014,2020-08-02,Completed,482
483,732,2021-09-24,Returned,483
484,18790,2021-06-26,Returned,484
485,8585,2022-07-10,Completed,485
486,692,2020-06-19,Completed,486
487,18770,2023-07-28,Returned,487
488,2902,2021-12-11,Completed,488
489,5188,2020-03-07,Completed,489
490,19617,2022-01-14,Completed,490
491,8804,2023-10-20,Pending,491
492,13302,2022-05-15,Returned,492
493,6971,2020-02-13,Cancelled,493
494,1443,2022-06-11,Completed,494
495,12879,2022-01-10,Returned,495
496,11361,2021-12-02,Completed,496
497,15324,2020-12-11,Cancelled,497
498,2914,2022-04-19,Returned,498
499,12454,2022-10-18,Returned,499
500,1590,2022-12-08,Completed,500
501,1073,2021-02-17,Returned,501
502,19094,2023-10-11,Completed,502
503,4320,2022-02-21,Pending,503
504,18625,2023-05-18,Completed,504
505,5168,2022-05-27,Returned,505
506,105,2020-09-08,Completed,506
507,962,2020-10-31,Pending,507
508,281,2022-04-26,Returned,508
509,19941,2021-11-20,Returned,509
510,14106,2020-05-21,Completed,510
511,19073,2020-10-30,Completed,511
512,1440,2020-04-02,Completed,512
513,174,2021-04-27,Completed,513
514,13041,2020-07-05,Cancelled,514
515,8360,2020-05-05,Completed,515
516,3217,2021-05-07,Completed,516
517,565,2023-02-18,Completed,517
518,12509,2022-04-09,Returned,518
519,2668,2022-03-15,Completed,519
520,13085,2020-08-23,Completed,520
521,9323,2023-06-05,Completed,521
522,12843,2023-07-01,Completed,522
523,3807,2021-02-19,Completed,523
524,14479,2021-09-14,Completed,524
525,5722,2022-12-09,Returned,525
526,16291,2022-08-12,Completed,526
527,8097,2023-03-05,Completed,527
528,12516,2020-09-16,Pending,528
529,8158,2021-03-19,Completed,529
530,9312,2023-04-27,Returned,530
531,16882,2020-08-21,Completed,531
532,1025,2020-01-26,Completed,532
533,2227,2020-09-06,Completed,533
534,18593,2022-05-09,Cancelled,534
535,16694,2023-03-13,Completed,535
536,1691,2020-05-16,Completed,536
537,19484,2022-06-01,Pending,537
538,1882,2022-03-22,Pending,538
539,15263,2022-07-15,Completed,539
540,3077,2022-11-26,Completed,540
541,9739,2022-08-06,Pending,541
542,18773,2021-05-23,Completed,542
543,8392,2020-04-10,Completed,543
544,5754,2021-06-18,Completed,544
545,3260,2020-10-25,Pending,545
546,4398,2020-11-17,Completed,546
547,4236,2022-12-18,Completed,547
548,372,2021-04-10,Completed,548
549,19805,2022-09-21,Pending,549
550,15624,2023-06-11,Completed,550
551,2150,2024-01-11,Pending,551
552,9609,2022-02-06,Completed,552
553,1668,2020-05-23,Completed,553
554,15713,2020-01-19,Pending,554
555,15671,2021-02-25,Cancelled,555
556,13162,2020-01-02,Completed,556
557,13812,2022-01-12,Completed,557
558,7381,2023-12-31,Completed,558
559,15175,2022-10-22,Pending,559
560,9271,2020-12-15,Completed,560
561,17721,2023-08-29,Cancelled,561
562,2471,2023-01-30,Completed,562
563,4764,2023-12-11,Completed,563
564,12954,2023-02-25,Completed,564
565,8697,2022-03-24,Completed,565
566,16198,2022-12-09,Completed,566
567,6166,2022-09-14,Completed,567
568,7369,2020-05-02,Returned,568
569,4269,2023-03-29,Completed,569
570,1376,2022-12-05,Completed,570
571,5615,2020-08-10,Completed,571
572,9187,2023-05-24,Completed,572
573,16772,2023-03-16,Completed,573
574,8496,2022-10-23,Completed,574
575,5680,2022-01-01,Completed,575
576,15656,2020-01-18,Cancelled,576
577,7867,2020-09-16,Completed,577
578,8676,2021-02-02,Completed,578
579,16304,2023-06-20,Completed,579
580,3369,2020-08-19,Completed,580
581,9622,2020-05-29,Completed,581
582,16751,2022-01-03,Completed,582
583,10560,2022-08-14,Completed,583
584,18481,2022-07-06,Pending,584
585,6774,2023-10-04,Returned,585
586,5815,2021-03-20,Completed,586
587,11908,2023-01-03,Completed,587
588,3720,2023-08-27,Pending,588
589,16863,2023-10-23,Completed,589
590,8063,2022-12-07,Completed,590
591,7996,2023-05-15,Completed,591
592,1923,2020-08-29,Completed,592
593,10983,2022-04-12,Completed,593
594,1927,2021-05-30,Completed,594
595,8404,2022-12-17,Completed,595
596,3594,2020-08-23,Completed,596
597,16662,2022-06-12,Completed,597
598,6543,2020-08-07,Completed,598
599,10752,2020-02-18,Completed,599
600,1594,2022-08-09,Returned,600
601,18236,2023-01-15,Completed,601
602,6476,2020-03-21,Pending,602
603,4995,2022-05-20,Cancelled,603
604,7861,2022-05-05,Completed,604
605,9624,2023-04-11,Completed,605
606,9655,2022-12-06,Completed,606
607,11972,2023-09-03,Returned,607
608,8599,2022-02-27,Completed,608
609,15742,2023-03-20,Pending,609
610,11323,2020-01-20,Completed,610
611,19001,2021-05-22,Completed,611
612,8904,2020-08-24,Completed,612
613,15786,2020-07-15,Completed,613
614,13932,2022-06-11,Pending,614
615,5260,2021-02-19,Cancelled,615
616,12489,2023-05-14,Completed,616
617,11851,2022-11-13,Cancelled,617
618,10477,2023-05-27,Pending,618
619,1537,2022-09-27,Completed,619
620,1891,2020-09-09,Returned,620
621,15147,2022-01-14,Completed,621
622,958,2021-10-12,Returned,622
623,12807,2021-10-18,Completed,623
624,2460,2023-12-13,Cancelled,624
625,17136,2020-03-29,Completed,625
626,5894,2022-12-30,Completed,626
627,12120,2022-03-27,Completed,627
628,7082,2021-11-21,Completed,628
629,3622,2021-06-29,Pending,629
630,12990,2022-12-30,Completed,630
631,6988,2020-12-05,Completed,631
632,12035,2020-11-01,Completed,632
633,7324,2020-05-08,Pending,633
634,12,2023-05-30,Completed,634
635,4268,2023-09-06,Completed,635
636,3599,2021-10-30,Completed,636
637,19830,2022-06-19,Completed,637
638,4407,2021-03-26,Completed,638
639,1119,2022-10-11,Completed,639
640,14581,2022-08-13,Completed,640
641,2005,2023-03-27,Completed,641
642,16448,2024-01-12,Completed,642
643,5667,2023-06-12,Cancelled,643
644,6610,2023-09-16,Pending,644
645,9529,2023-03-14,Pending,645
646,11846,2020-09-02,Pending,646
647,7128,2023-02-20,Completed,647
648,18802,2022-06-08,Completed,648
649,16464,2020-12-13,Completed,649
650,17437,2023-11-06,Completed,650
651,19452,2021-07-05,Completed,651
652,15860,2020-07-21,Cancelled,652
653,11946,2020-06-28,Cancelled,653
654,1692,2020-07-12,Returned,654
655,16272,2020-08-17,Returned,655
656,7619,2023-02-18,Completed,656
657,5080,2021-04-01,Completed,657
658,2322,2021-08-13,Completed,658
659,19376,2023-01-29,Returned,659
660,18673,2022-12-11,Completed,660
661,3402,2023-11-20,Completed,661
662,8857,2020-08-16,Completed,662
663,14692,2020-05-13,Completed,663
664,1519,2020-09-05,Returned,664
665,2226,2022-08-14,Cancelled,665
666,15379,2022-08-07,Completed,666
667,18378,2021-09-21,Completed,667
668,5161,2020-02-13,Completed,668
669,16645,2023-08-17,Completed,669
670,17670,2022-07-14,Completed,670
671,387,2021-05-05,Completed,671
672,1254,2023-05-12,Completed,672
673,5821,2022-10-28,Completed,673
674,19178,2023-02-25,Completed,674
675,8600,2022-06-18,Pending,675
676,11630,2023-12-31,Cancelled,676
677,410,2021-12-08,Returned,677
678,8369,2020-05-22,Completed,678
679,15834,2020-09-03,Returned,679
680,1752,2022-11-01,Completed,680
681,4996,2021-05-26,Completed,681
682,15970,2021-09-17,Cancelled,682
683,6956,2022-10-04,Completed,683
684,3869,2024-02-04,Completed,684
685,282,2021-04-08,Completed,685
686,11731,2021-06-30,Pending,686
687,8661,2020-10-13,Completed,687
688,1235,2023-09-12,Completed,688
689,13310,2023-05-14,Returned,689
690,19773,2021-09-12,Completed,690
691,4392,2020-11-15,Pending,691
692,6758,2020-09-08,Completed,692
693,2770,2022-07-16,Completed,693
694,19282,2021-10-28,Completed,694
695,3932,2023-07-26,Completed,695
696,5209,2022-06-07,Completed,696
697,8432,2023-06-01,Cancelled,697
698,10097,2023-08-07,Completed,698
699,13187,2023-04-15,Completed,699
700,9965,2020-03-25,Completed,700
701,10892,2023-12-28,Completed,701
702,9312,2023-06-15,Completed,702
703,3059,2021-05-30,Completed,703
704,19292,2021-12-22,Completed,704
705,6882,2022-09-28,Completed,705
706,12481,2023-01-08,Completed,706
707,19594,2021-11-21,Cancelled,707
708,16877,2023-02-15,Returned,708
709,11108,2021-10-13,Cancelled,709
710,11509,2024-01-10,Pending,710
711,2913,2020-04-17,Completed,711
712,16196,2023-05-25,Completed,712
713,15765,2023-02-18,Cancelled,713
714,6801,2021-06-26,Completed,714
715,6260,2020-12-31,Completed,715
716,9518,2021-11-15,Returned,716
717,15266,2020-11-22,Completed,717
718,17230,2022-11-12,Completed,718
719,11786,2023-12-19,Completed,719
720,121,2020-06-09,Returned,720
721,12224,2020-06-15,Completed,721
722,5054,2021-12-13,Completed,722
723,8923,2021-07-23,Completed,723
724,1854,2021-03-23,Completed,724
725,4917,2020-10-26,Completed,725
726,17124,2020-07-02,Completed,726
727,6473,2022-10-18,Completed,727
728,17256,2020-06-12,Completed,728
729,15790,2023-03-14,Completed,729
730,11865,2020-11-12,Pending,730
731,8034,2022-01-10,Completed,731
732,19627,2021-11-12,Cancelled,732
733,18237,2021-01-09,Completed,733
734,8736,2021-05-08,Cancelled,734
735,13013,2023-01-26,Returned,735
736,497,2023-12-26,Completed,736
737,15419,2022-10-28,Completed,737
738,6479,2022-04-03,Completed,738
739,10270,2020-09-08,Pending,739
740,13858,2020-12-03,Completed,740
741,18748,2022-05-01,Completed,741
742,8652,2023-05-11,Completed,742
743,6878,2023-09-30,Completed,743
744,1432,2023-04-11,Returned,744
745,6391,2023-02-23,Completed,745
746,15389,2020-07-27,Completed,746
747,9526,2022-07-07,Completed,747
748,7545,2020-10-13,Completed,748
749,4374,2021-11-15,Pending,749
750,1317,2020-05-10,Completed,750
751,4403,2021-04-04,Returned,751
752,13385,2021-12-15,Completed,752
753,8565,2022-10-20,Pending,753
754,434,2021-05-23,Pending,754
755,9936,2022-10-07,Returned,755
756,5954,2023-10-20,Completed,756
757,16124,2022-09-03,Completed,757
758,17778,2020-04-01,Completed,758
759,14859,2020-10-20,Completed,759
760,19126,2023-09-21,Completed,760
761,15031,2023-10-21,Completed,761
762,14397,2021-10-15,Completed,762
763,6627,2021-06-16,Completed,763
764,19636,2021-07-09,Completed,764
765,16406,2021-07-29,Completed,765
766,515,2021-05-22,Returned,766
767,10991,2022-09-10,Completed,767
768,11262,2022-03-27,Completed,768
769,11073,2020-02-03,Completed,769
